"","species","entrez_id","pathway_id","pathway_name","gene_symbol"
"597","hsa","7097","path:hsa04613","Neutrophil extracellular trap formation","TLR2"
"598","hsa","7099","path:hsa04613","Neutrophil extracellular trap formation","TLR4"
"599","hsa","71","path:hsa04613","Neutrophil extracellular trap formation","ACTG1"
"600","hsa","718","path:hsa04613","Neutrophil extracellular trap formation","C3"
"601","hsa","723790","path:hsa04613","Neutrophil extracellular trap formation","H2AC19"
"602","hsa","727","path:hsa04613","Neutrophil extracellular trap formation","C5"
"603","hsa","728","path:hsa04613","Neutrophil extracellular trap formation","C5AR1"
"604","hsa","7416","path:hsa04613","Neutrophil extracellular trap formation","VDAC1"
"605","hsa","7417","path:hsa04613","Neutrophil extracellular trap formation","VDAC2"
"606","hsa","7419","path:hsa04613","Neutrophil extracellular trap formation","VDAC3"
"607","hsa","7450","path:hsa04613","Neutrophil extracellular trap formation","VWF"
"608","hsa","79792","path:hsa04613","Neutrophil extracellular trap formation","GSDMD"
"609","hsa","79885","path:hsa04613","Neutrophil extracellular trap formation","HDAC11"
"610","hsa","820","path:hsa04613","Neutrophil extracellular trap formation","CAMP"
"611","hsa","8290","path:hsa04613","Neutrophil extracellular trap formation","H3-4"
"612","hsa","8294","path:hsa04613","Neutrophil extracellular trap formation","H4C9"
"613","hsa","8329","path:hsa04613","Neutrophil extracellular trap formation","H2AC13"
"614","hsa","8330","path:hsa04613","Neutrophil extracellular trap formation","H2AC15"
"615","hsa","8331","path:hsa04613","Neutrophil extracellular trap formation","H2AC14"
"616","hsa","8332","path:hsa04613","Neutrophil extracellular trap formation","H2AC16"
"617","hsa","8334","path:hsa04613","Neutrophil extracellular trap formation","H2AC6"
"618","hsa","8335","path:hsa04613","Neutrophil extracellular trap formation","H2AC4"
"619","hsa","8336","path:hsa04613","Neutrophil extracellular trap formation","H2AC17"
"620","hsa","8337","path:hsa04613","Neutrophil extracellular trap formation","H2AC18"
"621","hsa","8338","path:hsa04613","Neutrophil extracellular trap formation","H2AC20"
"622","hsa","8339","path:hsa04613","Neutrophil extracellular trap formation","H2BC8"
"623","hsa","834","path:hsa04613","Neutrophil extracellular trap formation","CASP1"
"624","hsa","8340","path:hsa04613","Neutrophil extracellular trap formation","H2BC13"
"625","hsa","8341","path:hsa04613","Neutrophil extracellular trap formation","H2BC15"
"626","hsa","8342","path:hsa04613","Neutrophil extracellular trap formation","H2BC14"
"627","hsa","8343","path:hsa04613","Neutrophil extracellular trap formation","H2BC7"
"628","hsa","8344","path:hsa04613","Neutrophil extracellular trap formation","H2BC6"
"629","hsa","83447","path:hsa04613","Neutrophil extracellular trap formation","SLC25A31"
"630","hsa","8345","path:hsa04613","Neutrophil extracellular trap formation","H2BC9"
"631","hsa","8346","path:hsa04613","Neutrophil extracellular trap formation","H2BC10"
"632","hsa","8347","path:hsa04613","Neutrophil extracellular trap formation","H2BC4"
"633","hsa","8348","path:hsa04613","Neutrophil extracellular trap formation","H2BC17"
"634","hsa","8349","path:hsa04613","Neutrophil extracellular trap formation","H2BC21"
"635","hsa","8350","path:hsa04613","Neutrophil extracellular trap formation","H3C1"
"636","hsa","8351","path:hsa04613","Neutrophil extracellular trap formation","H3C4"
"637","hsa","8352","path:hsa04613","Neutrophil extracellular trap formation","H3C3"
"638","hsa","8353","path:hsa04613","Neutrophil extracellular trap formation","H3C6"
"639","hsa","8354","path:hsa04613","Neutrophil extracellular trap formation","H3C11"
"640","hsa","8355","path:hsa04613","Neutrophil extracellular trap formation","H3C8"
"641","hsa","8356","path:hsa04613","Neutrophil extracellular trap formation","H3C12"
"642","hsa","8357","path:hsa04613","Neutrophil extracellular trap formation","H3C10"
"643","hsa","8358","path:hsa04613","Neutrophil extracellular trap formation","H3C2"
"644","hsa","8359","path:hsa04613","Neutrophil extracellular trap formation","H4C1"
"645","hsa","8360","path:hsa04613","Neutrophil extracellular trap formation","H4C4"
"646","hsa","8361","path:hsa04613","Neutrophil extracellular trap formation","H4C6"
"647","hsa","8362","path:hsa04613","Neutrophil extracellular trap formation","H4C12"
"648","hsa","8363","path:hsa04613","Neutrophil extracellular trap formation","H4C11"
"649","hsa","8364","path:hsa04613","Neutrophil extracellular trap formation","H4C3"
"650","hsa","8365","path:hsa04613","Neutrophil extracellular trap formation","H4C8"
"651","hsa","8366","path:hsa04613","Neutrophil extracellular trap formation","H4C2"
"652","hsa","8367","path:hsa04613","Neutrophil extracellular trap formation","H4C5"
"653","hsa","8368","path:hsa04613","Neutrophil extracellular trap formation","H4C13"
"654","hsa","8369","path:hsa04613","Neutrophil extracellular trap formation","H4C7"
"655","hsa","837","path:hsa04613","Neutrophil extracellular trap formation","CASP4"
"656","hsa","8370","path:hsa04613","Neutrophil extracellular trap formation","H4C14"
"657","hsa","83740","path:hsa04613","Neutrophil extracellular trap formation","H2AB3"
"658","hsa","83933","path:hsa04613","Neutrophil extracellular trap formation","HDAC10"
"659","hsa","8503","path:hsa04613","Neutrophil extracellular trap formation","PIK3R3"
"660","hsa","8520","path:hsa04613","Neutrophil extracellular trap formation","HAT1"
"661","hsa","85235","path:hsa04613","Neutrophil extracellular trap formation","H2AC12"
"662","hsa","85236","path:hsa04613","Neutrophil extracellular trap formation","H2BC12"
"663","hsa","8841","path:hsa04613","Neutrophil extracellular trap formation","HDAC3"
"664","hsa","8968","path:hsa04613","Neutrophil extracellular trap formation","H3C7"
"665","hsa","8969","path:hsa04613","Neutrophil extracellular trap formation","H2AC11"
"666","hsa","8970","path:hsa04613","Neutrophil extracellular trap formation","H2BC11"
"667","hsa","92815","path:hsa04613","Neutrophil extracellular trap formation","H2AC25"
"668","hsa","94239","path:hsa04613","Neutrophil extracellular trap formation","H2AZ2"
"669","hsa","9555","path:hsa04613","Neutrophil extracellular trap formation","MACROH2A1"
"670","hsa","9734","path:hsa04613","Neutrophil extracellular trap formation","HDAC9"
"671","hsa","9759","path:hsa04613","Neutrophil extracellular trap formation","HDAC4"
"672","hsa","10000","path:hsa04620","Toll-like receptor signaling pathway","AKT3"
"673","hsa","10333","path:hsa04620","Toll-like receptor signaling pathway","TLR6"
"674","hsa","10379","path:hsa04620","Toll-like receptor signaling pathway","IRF9"
"675","hsa","10454","path:hsa04620","Toll-like receptor signaling pathway","TAB1"
"676","hsa","114609","path:hsa04620","Toll-like receptor signaling pathway","TIRAP"
"677","hsa","1147","path:hsa04620","Toll-like receptor signaling pathway","CHUK"
"678","hsa","1326","path:hsa04620","Toll-like receptor signaling pathway","MAP3K8"
"679","hsa","1432","path:hsa04620","Toll-like receptor signaling pathway","MAPK14"
"680","hsa","148022","path:hsa04620","Toll-like receptor signaling pathway","TICAM1"
"681","hsa","1513","path:hsa04620","Toll-like receptor signaling pathway","CTSK"
"682","hsa","207","path:hsa04620","Toll-like receptor signaling pathway","AKT1"
"683","hsa","208","path:hsa04620","Toll-like receptor signaling pathway","AKT2"
"684","hsa","23118","path:hsa04620","Toll-like receptor signaling pathway","TAB2"
"685","hsa","2353","path:hsa04620","Toll-like receptor signaling pathway","FOS"
"686","hsa","23643","path:hsa04620","Toll-like receptor signaling pathway","LY96"
"687","hsa","29110","path:hsa04620","Toll-like receptor signaling pathway","TBK1"
"688","hsa","3439","path:hsa04620","Toll-like receptor signaling pathway","IFNA1"
"689","hsa","3440","path:hsa04620","Toll-like receptor signaling pathway","IFNA2"
"690","hsa","3441","path:hsa04620","Toll-like receptor signaling pathway","IFNA4"
"691","hsa","3442","path:hsa04620","Toll-like receptor signaling pathway","IFNA5"
"692","hsa","3443","path:hsa04620","Toll-like receptor signaling pathway","IFNA6"
"693","hsa","3444","path:hsa04620","Toll-like receptor signaling pathway","IFNA7"
"694","hsa","3445","path:hsa04620","Toll-like receptor signaling pathway","IFNA8"
"695","hsa","3446","path:hsa04620","Toll-like receptor signaling pathway","IFNA10"
"696","hsa","3447","path:hsa04620","Toll-like receptor signaling pathway","IFNA13"
"697","hsa","3448","path:hsa04620","Toll-like receptor signaling pathway","IFNA14"
"698","hsa","3449","path:hsa04620","Toll-like receptor signaling pathway","IFNA16"
"699","hsa","3451","path:hsa04620","Toll-like receptor signaling pathway","IFNA17"
"700","hsa","3452","path:hsa04620","Toll-like receptor signaling pathway","IFNA21"
"701","hsa","3454","path:hsa04620","Toll-like receptor signaling pathway","IFNAR1"
"702","hsa","3455","path:hsa04620","Toll-like receptor signaling pathway","IFNAR2"
"703","hsa","3456","path:hsa04620","Toll-like receptor signaling pathway","IFNB1"
"704","hsa","353376","path:hsa04620","Toll-like receptor signaling pathway","TICAM2"
"705","hsa","3551","path:hsa04620","Toll-like receptor signaling pathway","IKBKB"
"706","hsa","3553","path:hsa04620","Toll-like receptor signaling pathway","IL1B"
"707","hsa","3569","path:hsa04620","Toll-like receptor signaling pathway","IL6"
"708","hsa","3576","path:hsa04620","Toll-like receptor signaling pathway","CXCL8"
"709","hsa","3592","path:hsa04620","Toll-like receptor signaling pathway","IL12A"
"710","hsa","3593","path:hsa04620","Toll-like receptor signaling pathway","IL12B"
"711","hsa","3627","path:hsa04620","Toll-like receptor signaling pathway","CXCL10"
"712","hsa","3654","path:hsa04620","Toll-like receptor signaling pathway","IRAK1"
"713","hsa","3661","path:hsa04620","Toll-like receptor signaling pathway","IRF3"
"714","hsa","3663","path:hsa04620","Toll-like receptor signaling pathway","IRF5"
"715","hsa","3665","path:hsa04620","Toll-like receptor signaling pathway","IRF7"
"716","hsa","3716","path:hsa04620","Toll-like receptor signaling pathway","JAK1"
"717","hsa","3725","path:hsa04620","Toll-like receptor signaling pathway","JUN"
"718","hsa","388372","path:hsa04620","Toll-like receptor signaling pathway","CCL4L1"
"719","hsa","3929","path:hsa04620","Toll-like receptor signaling pathway","LBP"
"720","hsa","414062","path:hsa04620","Toll-like receptor signaling pathway","CCL3L3"
"721","hsa","4283","path:hsa04620","Toll-like receptor signaling pathway","CXCL9"
"722","hsa","4615","path:hsa04620","Toll-like receptor signaling pathway","MYD88"
"723","hsa","4790","path:hsa04620","Toll-like receptor signaling pathway","NFKB1"
"724","hsa","4792","path:hsa04620","Toll-like receptor signaling pathway","NFKBIA"
"725","hsa","51135","path:hsa04620","Toll-like receptor signaling pathway","IRAK4"
"726","hsa","51284","path:hsa04620","Toll-like receptor signaling pathway","TLR7"
"727","hsa","51311","path:hsa04620","Toll-like receptor signaling pathway","TLR8"
"728","hsa","5290","path:hsa04620","Toll-like receptor signaling pathway","PIK3CA"
"729","hsa","5291","path:hsa04620","Toll-like receptor signaling pathway","PIK3CB"
"730","hsa","5293","path:hsa04620","Toll-like receptor signaling pathway","PIK3CD"
"731","hsa","5295","path:hsa04620","Toll-like receptor signaling pathway","PIK3R1"
"732","hsa","5296","path:hsa04620","Toll-like receptor signaling pathway","PIK3R2"
"733","hsa","54106","path:hsa04620","Toll-like receptor signaling pathway","TLR9"
"734","hsa","54472","path:hsa04620","Toll-like receptor signaling pathway","TOLLIP"
"735","hsa","5594","path:hsa04620","Toll-like receptor signaling pathway","MAPK1"
"736","hsa","5595","path:hsa04620","Toll-like receptor signaling pathway","MAPK3"
"737","hsa","5599","path:hsa04620","Toll-like receptor signaling pathway","MAPK8"
"738","hsa","5600","path:hsa04620","Toll-like receptor signaling pathway","MAPK11"
"739","hsa","5601","path:hsa04620","Toll-like receptor signaling pathway","MAPK9"
"740","hsa","5602","path:hsa04620","Toll-like receptor signaling pathway","MAPK10"
"741","hsa","5603","path:hsa04620","Toll-like receptor signaling pathway","MAPK13"
"742","hsa","5604","path:hsa04620","Toll-like receptor signaling pathway","MAP2K1"
"743","hsa","5605","path:hsa04620","Toll-like receptor signaling pathway","MAP2K2"
"744","hsa","5606","path:hsa04620","Toll-like receptor signaling pathway","MAP2K3"
"745","hsa","5608","path:hsa04620","Toll-like receptor signaling pathway","MAP2K6"
"746","hsa","5609","path:hsa04620","Toll-like receptor signaling pathway","MAP2K7"
"747","hsa","5879","path:hsa04620","Toll-like receptor signaling pathway","RAC1"
"748","hsa","5970","path:hsa04620","Toll-like receptor signaling pathway","RELA"
"749","hsa","6300","path:hsa04620","Toll-like receptor signaling pathway","MAPK12"
"750","hsa","6348","path:hsa04620","Toll-like receptor signaling pathway","CCL3"
"751","hsa","6349","path:hsa04620","Toll-like receptor signaling pathway","CCL3L1"
"752","hsa","6351","path:hsa04620","Toll-like receptor signaling pathway","CCL4"
"753","hsa","6352","path:hsa04620","Toll-like receptor signaling pathway","CCL5"
"754","hsa","6373","path:hsa04620","Toll-like receptor signaling pathway","CXCL11"
"755","hsa","6416","path:hsa04620","Toll-like receptor signaling pathway","MAP2K4"
"756","hsa","6696","path:hsa04620","Toll-like receptor signaling pathway","SPP1"
"757","hsa","6772","path:hsa04620","Toll-like receptor signaling pathway","STAT1"
"758","hsa","6773","path:hsa04620","Toll-like receptor signaling pathway","STAT2"
"759","hsa","6885","path:hsa04620","Toll-like receptor signaling pathway","MAP3K7"
"760","hsa","7096","path:hsa04620","Toll-like receptor signaling pathway","TLR1"
"761","hsa","7097","path:hsa04620","Toll-like receptor signaling pathway","TLR2"
"762","hsa","7098","path:hsa04620","Toll-like receptor signaling pathway","TLR3"
"763","hsa","7099","path:hsa04620","Toll-like receptor signaling pathway","TLR4"
"764","hsa","7100","path:hsa04620","Toll-like receptor signaling pathway","TLR5"
"765","hsa","7124","path:hsa04620","Toll-like receptor signaling pathway","TNF"
"766","hsa","7187","path:hsa04620","Toll-like receptor signaling pathway","TRAF3"
"767","hsa","7189","path:hsa04620","Toll-like receptor signaling pathway","TRAF6"
"768","hsa","7297","path:hsa04620","Toll-like receptor signaling pathway","TYK2"
"769","hsa","841","path:hsa04620","Toll-like receptor signaling pathway","CASP8"
"770","hsa","8503","path:hsa04620","Toll-like receptor signaling pathway","PIK3R3"
"771","hsa","8517","path:hsa04620","Toll-like receptor signaling pathway","IKBKG"
"772","hsa","8737","path:hsa04620","Toll-like receptor signaling pathway","RIPK1"
"773","hsa","8772","path:hsa04620","Toll-like receptor signaling pathway","FADD"
"774","hsa","929","path:hsa04620","Toll-like receptor signaling pathway","CD14"
"775","hsa","941","path:hsa04620","Toll-like receptor signaling pathway","CD80"
"776","hsa","942","path:hsa04620","Toll-like receptor signaling pathway","CD86"
"777","hsa","9560","path:hsa04620","Toll-like receptor signaling pathway","CCL4L2"
"778","hsa","958","path:hsa04620","Toll-like receptor signaling pathway","CD40"
"779","hsa","9641","path:hsa04620","Toll-like receptor signaling pathway","IKBKE"
"780","hsa","10010","path:hsa04621","NOD-like receptor signaling pathway","TANK"
"781","hsa","100289462","path:hsa04621","NOD-like receptor signaling pathway","DEFB4B"
"782","hsa","100506742","path:hsa04621","NOD-like receptor signaling pathway","CASP12"
"783","hsa","10059","path:hsa04621","NOD-like receptor signaling pathway","DNM1L"
"784","hsa","10135","path:hsa04621","NOD-like receptor signaling pathway","NAMPT"
"785","hsa","10379","path:hsa04621","NOD-like receptor signaling pathway","IRF9"
"786","hsa","10392","path:hsa04621","NOD-like receptor signaling pathway","NOD1"
"787","hsa","10454","path:hsa04621","NOD-like receptor signaling pathway","TAB1"
"788","hsa","10616","path:hsa04621","NOD-like receptor signaling pathway","RBCK1"
"789","hsa","10628","path:hsa04621","NOD-like receptor signaling pathway","TXNIP"
"790","hsa","107181291","path:hsa04621","NOD-like receptor signaling pathway","PYDC5"
"791","hsa","10910","path:hsa04621","NOD-like receptor signaling pathway","SUGT1"
"792","hsa","11035","path:hsa04621","NOD-like receptor signaling pathway","RIPK3"
"793","hsa","11337","path:hsa04621","NOD-like receptor signaling pathway","GABARAP"
"794","hsa","11345","path:hsa04621","NOD-like receptor signaling pathway","GABARAPL2"
"795","hsa","114548","path:hsa04621","NOD-like receptor signaling pathway","NLRP3"
"796","hsa","1147","path:hsa04621","NOD-like receptor signaling pathway","CHUK"
"797","hsa","114769","path:hsa04621","NOD-like receptor signaling pathway","CARD16"
"798","hsa","115361","path:hsa04621","NOD-like receptor signaling pathway","GBP4"
"799","hsa","115362","path:hsa04621","NOD-like receptor signaling pathway","GBP5"
"800","hsa","118429","path:hsa04621","NOD-like receptor signaling pathway","ANTXR2"
"801","hsa","140609","path:hsa04621","NOD-like receptor signaling pathway","NEK7"
"802","hsa","1432","path:hsa04621","NOD-like receptor signaling pathway","MAPK14"
"803","hsa","148022","path:hsa04621","NOD-like receptor signaling pathway","TICAM1"
"804","hsa","1508","path:hsa04621","NOD-like receptor signaling pathway","CTSB"
"805","hsa","152138","path:hsa04621","NOD-like receptor signaling pathway","PYDC2"
"806","hsa","1535","path:hsa04621","NOD-like receptor signaling pathway","CYBA"
"807","hsa","1536","path:hsa04621","NOD-like receptor signaling pathway","CYBB"
"808","hsa","1667","path:hsa04621","NOD-like receptor signaling pathway","DEFA1"
"809","hsa","1668","path:hsa04621","NOD-like receptor signaling pathway","DEFA3"
"810","hsa","1669","path:hsa04621","NOD-like receptor signaling pathway","DEFA4"
"811","hsa","1670","path:hsa04621","NOD-like receptor signaling pathway","DEFA5"
"812","hsa","1671","path:hsa04621","NOD-like receptor signaling pathway","DEFA6"
"813","hsa","1673","path:hsa04621","NOD-like receptor signaling pathway","DEFB4A"
"814","hsa","171389","path:hsa04621","NOD-like receptor signaling pathway","NLRP6"
"815","hsa","199713","path:hsa04621","NOD-like receptor signaling pathway","NLRP7"
"816","hsa","222545","path:hsa04621","NOD-like receptor signaling pathway","GPRC6A"
"817","hsa","22861","path:hsa04621","NOD-like receptor signaling pathway","NLRP1"
"818","hsa","22900","path:hsa04621","NOD-like receptor signaling pathway","CARD8"
"819","hsa","23118","path:hsa04621","NOD-like receptor signaling pathway","TAB2"
"820","hsa","23236","path:hsa04621","NOD-like receptor signaling pathway","PLCB1"
"821","hsa","23710","path:hsa04621","NOD-like receptor signaling pathway","GABARAPL1"
"822","hsa","24145","path:hsa04621","NOD-like receptor signaling pathway","PANX1"
"823","hsa","257397","path:hsa04621","NOD-like receptor signaling pathway","TAB3"
"824","hsa","25828","path:hsa04621","NOD-like receptor signaling pathway","TXN2"
"825","hsa","260434","path:hsa04621","NOD-like receptor signaling pathway","PYDC1"
"826","hsa","2633","path:hsa04621","NOD-like receptor signaling pathway","GBP1"
"827","hsa","2634","path:hsa04621","NOD-like receptor signaling pathway","GBP2"
"828","hsa","2635","path:hsa04621","NOD-like receptor signaling pathway","GBP3"
"829","hsa","29108","path:hsa04621","NOD-like receptor signaling pathway","PYCARD"
"830","hsa","29110","path:hsa04621","NOD-like receptor signaling pathway","TBK1"
"831","hsa","2919","path:hsa04621","NOD-like receptor signaling pathway","CXCL1"
"832","hsa","2920","path:hsa04621","NOD-like receptor signaling pathway","CXCL2"
"833","hsa","2921","path:hsa04621","NOD-like receptor signaling pathway","CXCL3"
"834","hsa","329","path:hsa04621","NOD-like receptor signaling pathway","BIRC2"
"835","hsa","330","path:hsa04621","NOD-like receptor signaling pathway","BIRC3"
"836","hsa","331","path:hsa04621","NOD-like receptor signaling pathway","XIAP"
"837","hsa","3320","path:hsa04621","NOD-like receptor signaling pathway","HSP90AA1"
"838","hsa","3326","path:hsa04621","NOD-like receptor signaling pathway","HSP90AB1"
"839","hsa","340061","path:hsa04621","NOD-like receptor signaling pathway","STING1"
"840","hsa","3428","path:hsa04621","NOD-like receptor signaling pathway","IFI16"
"841","hsa","3439","path:hsa04621","NOD-like receptor signaling pathway","IFNA1"
"842","hsa","3440","path:hsa04621","NOD-like receptor signaling pathway","IFNA2"
"843","hsa","3441","path:hsa04621","NOD-like receptor signaling pathway","IFNA4"
"844","hsa","3442","path:hsa04621","NOD-like receptor signaling pathway","IFNA5"
"845","hsa","3443","path:hsa04621","NOD-like receptor signaling pathway","IFNA6"
"846","hsa","3444","path:hsa04621","NOD-like receptor signaling pathway","IFNA7"
"847","hsa","3445","path:hsa04621","NOD-like receptor signaling pathway","IFNA8"
"848","hsa","3446","path:hsa04621","NOD-like receptor signaling pathway","IFNA10"
"849","hsa","3447","path:hsa04621","NOD-like receptor signaling pathway","IFNA13"
"850","hsa","3448","path:hsa04621","NOD-like receptor signaling pathway","IFNA14"
"851","hsa","3449","path:hsa04621","NOD-like receptor signaling pathway","IFNA16"
"852","hsa","3451","path:hsa04621","NOD-like receptor signaling pathway","IFNA17"
"853","hsa","3452","path:hsa04621","NOD-like receptor signaling pathway","IFNA21"
"854","hsa","3454","path:hsa04621","NOD-like receptor signaling pathway","IFNAR1"
"855","hsa","3455","path:hsa04621","NOD-like receptor signaling pathway","IFNAR2"
"856","hsa","3456","path:hsa04621","NOD-like receptor signaling pathway","IFNB1"
"857","hsa","345611","path:hsa04621","NOD-like receptor signaling pathway","IRGM"
"858","hsa","3551","path:hsa04621","NOD-like receptor signaling pathway","IKBKB"
"859","hsa","3553","path:hsa04621","NOD-like receptor signaling pathway","IL1B"
"860","hsa","3569","path:hsa04621","NOD-like receptor signaling pathway","IL6"
"861","hsa","3576","path:hsa04621","NOD-like receptor signaling pathway","CXCL8"
"862","hsa","3606","path:hsa04621","NOD-like receptor signaling pathway","IL18"
"863","hsa","3661","path:hsa04621","NOD-like receptor signaling pathway","IRF3"
"864","hsa","3665","path:hsa04621","NOD-like receptor signaling pathway","IRF7"
"865","hsa","3708","path:hsa04621","NOD-like receptor signaling pathway","ITPR1"
"866","hsa","3709","path:hsa04621","NOD-like receptor signaling pathway","ITPR2"
"867","hsa","3710","path:hsa04621","NOD-like receptor signaling pathway","ITPR3"
"868","hsa","3716","path:hsa04621","NOD-like receptor signaling pathway","JAK1"
"869","hsa","3725","path:hsa04621","NOD-like receptor signaling pathway","JUN"
"870","hsa","387","path:hsa04621","NOD-like receptor signaling pathway","RHOA"
"871","hsa","388646","path:hsa04621","NOD-like receptor signaling pathway","GBP7"
"872","hsa","414325","path:hsa04621","NOD-like receptor signaling pathway","DEFB103A"
"873","hsa","4210","path:hsa04621","NOD-like receptor signaling pathway","MEFV"
"874","hsa","440738","path:hsa04621","NOD-like receptor signaling pathway","MAP1LC3C"
"875","hsa","4615","path:hsa04621","NOD-like receptor signaling pathway","MYD88"
"876","hsa","4671","path:hsa04621","NOD-like receptor signaling pathway","NAIP"
"877","hsa","4790","path:hsa04621","NOD-like receptor signaling pathway","NFKB1"
"878","hsa","4792","path:hsa04621","NOD-like receptor signaling pathway","NFKBIA"
"879","hsa","4793","path:hsa04621","NOD-like receptor signaling pathway","NFKBIB"
"880","hsa","4938","path:hsa04621","NOD-like receptor signaling pathway","OAS1"
"881","hsa","4939","path:hsa04621","NOD-like receptor signaling pathway","OAS2"
"882","hsa","4940","path:hsa04621","NOD-like receptor signaling pathway","OAS3"
"883","hsa","5027","path:hsa04621","NOD-like receptor signaling pathway","P2RX7"
"884","hsa","51135","path:hsa04621","NOD-like receptor signaling pathway","IRAK4"
"885","hsa","51393","path:hsa04621","NOD-like receptor signaling pathway","TRPV2"
"886","hsa","5330","path:hsa04621","NOD-like receptor signaling pathway","PLCB2"
"887","hsa","5331","path:hsa04621","NOD-like receptor signaling pathway","PLCB3"
"888","hsa","5332","path:hsa04621","NOD-like receptor signaling pathway","PLCB4"
"889","hsa","54822","path:hsa04621","NOD-like receptor signaling pathway","TRPM7"
"890","hsa","55054","path:hsa04621","NOD-like receptor signaling pathway","ATG16L1"
"891","hsa","55072","path:hsa04621","NOD-like receptor signaling pathway","RNF31"
"892","hsa","55669","path:hsa04621","NOD-like receptor signaling pathway","MFN1"
"893","hsa","5580","path:hsa04621","NOD-like receptor signaling pathway","PRKCD"
"894","hsa","5585","path:hsa04621","NOD-like receptor signaling pathway","PKN1"
"895","hsa","5586","path:hsa04621","NOD-like receptor signaling pathway","PKN2"
"896","hsa","55894","path:hsa04621","NOD-like receptor signaling pathway","DEFB103B"
"897","hsa","55914","path:hsa04621","NOD-like receptor signaling pathway","ERBIN"
"898","hsa","5594","path:hsa04621","NOD-like receptor signaling pathway","MAPK1"
"899","hsa","5595","path:hsa04621","NOD-like receptor signaling pathway","MAPK3"
"900","hsa","5599","path:hsa04621","NOD-like receptor signaling pathway","MAPK8"
"901","hsa","5600","path:hsa04621","NOD-like receptor signaling pathway","MAPK11"
"902","hsa","5601","path:hsa04621","NOD-like receptor signaling pathway","MAPK9"
"903","hsa","5602","path:hsa04621","NOD-like receptor signaling pathway","MAPK10"
"904","hsa","5603","path:hsa04621","NOD-like receptor signaling pathway","MAPK13"
"905","hsa","56919","path:hsa04621","NOD-like receptor signaling pathway","DHX33"
"906","hsa","57506","path:hsa04621","NOD-like receptor signaling pathway","MAVS"
"907","hsa","58484","path:hsa04621","NOD-like receptor signaling pathway","NLRC4"
"908","hsa","59082","path:hsa04621","NOD-like receptor signaling pathway","CARD18"
"909","hsa","596","path:hsa04621","NOD-like receptor signaling pathway","BCL2"
"910","hsa","5970","path:hsa04621","NOD-like receptor signaling pathway","RELA"
"911","hsa","598","path:hsa04621","NOD-like receptor signaling pathway","BCL2L1"
"912","hsa","6041","path:hsa04621","NOD-like receptor signaling pathway","RNASEL"
"913","hsa","6300","path:hsa04621","NOD-like receptor signaling pathway","MAPK12"
"914","hsa","6347","path:hsa04621","NOD-like receptor signaling pathway","CCL2"
"915","hsa","6352","path:hsa04621","NOD-like receptor signaling pathway","CCL5"
"916","hsa","63940","path:hsa04621","NOD-like receptor signaling pathway","GPSM3"
"917","hsa","64127","path:hsa04621","NOD-like receptor signaling pathway","NOD2"
"918","hsa","64170","path:hsa04621","NOD-like receptor signaling pathway","CARD9"
"919","hsa","643246","path:hsa04621","NOD-like receptor signaling pathway","MAP1LC3B2"
"920","hsa","6772","path:hsa04621","NOD-like receptor signaling pathway","STAT1"
"921","hsa","6773","path:hsa04621","NOD-like receptor signaling pathway","STAT2"
"922","hsa","6885","path:hsa04621","NOD-like receptor signaling pathway","MAP3K7"
"923","hsa","7099","path:hsa04621","NOD-like receptor signaling pathway","TLR4"
"924","hsa","7124","path:hsa04621","NOD-like receptor signaling pathway","TNF"
"925","hsa","7128","path:hsa04621","NOD-like receptor signaling pathway","TNFAIP3"
"926","hsa","7158","path:hsa04621","NOD-like receptor signaling pathway","TP53BP1"
"927","hsa","7186","path:hsa04621","NOD-like receptor signaling pathway","TRAF2"
"928","hsa","7187","path:hsa04621","NOD-like receptor signaling pathway","TRAF3"
"929","hsa","7188","path:hsa04621","NOD-like receptor signaling pathway","TRAF5"
"930","hsa","7189","path:hsa04621","NOD-like receptor signaling pathway","TRAF6"
"931","hsa","7205","path:hsa04621","NOD-like receptor signaling pathway","TRIP6"
"932","hsa","7226","path:hsa04621","NOD-like receptor signaling pathway","TRPM2"
"933","hsa","728358","path:hsa04621","NOD-like receptor signaling pathway","DEFA1B"
"934","hsa","7295","path:hsa04621","NOD-like receptor signaling pathway","TXN"
"935","hsa","7297","path:hsa04621","NOD-like receptor signaling pathway","TYK2"
"936","hsa","7416","path:hsa04621","NOD-like receptor signaling pathway","VDAC1"
"937","hsa","7417","path:hsa04621","NOD-like receptor signaling pathway","VDAC2"
"938","hsa","7419","path:hsa04621","NOD-like receptor signaling pathway","VDAC3"
"939","hsa","7531","path:hsa04621","NOD-like receptor signaling pathway","YWHAE"
"940","hsa","79184","path:hsa04621","NOD-like receptor signaling pathway","BRCC3"
"941","hsa","79671","path:hsa04621","NOD-like receptor signaling pathway","NLRX1"
"942","hsa","79792","path:hsa04621","NOD-like receptor signaling pathway","GSDMD"
"943","hsa","81631","path:hsa04621","NOD-like receptor signaling pathway","MAP1LC3B"
"944","hsa","81858","path:hsa04621","NOD-like receptor signaling pathway","SHARPIN"
"945","hsa","820","path:hsa04621","NOD-like receptor signaling pathway","CAMP"
"946","hsa","834","path:hsa04621","NOD-like receptor signaling pathway","CASP1"
"947","hsa","837","path:hsa04621","NOD-like receptor signaling pathway","CASP4"
"948","hsa","838","path:hsa04621","NOD-like receptor signaling pathway","CASP5"
